date_time,b_code,usage,peak
201901081130,SGBD,431.28,1725.12
201901081145,SGBD,429.66,1718.64
201901081200,SGBD,408.96,1635.84
201901081215,SGBD,405,1620
201901081230,SGBD,404.1,1616.4
201901081245,SGBD,404.1,1616.4
201901081300,SGBD,418.14,1672.56
201901081315,SGBD,423,1692
201901081330,SGBD,417.78,1671.12
201901081345,SGBD,409.32,1637.28
201901081400,SGBD,409.14,1636.56
201901081415,SGBD,407.7,1630.8
201901081430,SGBD,412.38,1649.52
201901081445,SGBD,412.2,1648.8
201901081500,SGBD,407.34,1629.36
201901081515,SGBD,402.84,1611.36
201901081530,SGBD,403.92,1615.68
201901081545,SGBD,406.62,1626.48
201901081600,SGBD,405.54,1622.16
201901081615,SGBD,400.5,1602
201901081630,SGBD,402.12,1608.48
201901081645,SGBD,395.64,1582.56
201901081700,SGBD,391.5,1566
201901081715,SGBD,385.02,1540.08
201901081730,SGBD,387.9,1551.6
201901081745,SGBD,387,1548
201901081800,SGBD,382.68,1530.72
201901081815,SGBD,373.86,1495.44
201901081830,SGBD,369.9,1479.6
201901081845,SGBD,361.98,1447.92
201901081900,SGBD,361.08,1444.32
201901081915,SGBD,355.68,1422.72
201901081930,SGBD,351.54,1406.16
201901081945,SGBD,345.96,1383.84
201901082000,SGBD,337.14,1348.56
