date_time,b_code,usage,peak
201901082015,SGBD,325.62,1302.48
201901082030,SGBD,325.44,1301.76
201901082045,SGBD,321.12,1284.48
201901082100,SGBD,302.4,1209.6
201901082115,SGBD,303.66,1214.64
201901082130,SGBD,296.28,1185.12
201901082145,SGBD,296.64,1186.56
201901082200,SGBD,294.66,1178.64
201901082215,SGBD,295.38,1181.52
201901082230,SGBD,291.06,1164.24
201901082245,SGBD,288.36,1153.44
201901082300,SGBD,286.2,1144.8
201901082315,SGBD,287.82,1151.28
201901082330,SGBD,286.38,1145.52
201901082345,SGBD,285.12,1140.48
201901090000,SGBD,280.98,1123.92
201901090015,SGBD,281.34,1125.36
201901090030,SGBD,281.34,1125.36
201901090045,SGBD,279.54,1118.16
201901090100,SGBD,277.02,1108.08
201901090115,SGBD,278.82,1115.28
201901090130,SGBD,276.12,1104.48
201901090145,SGBD,271.98,1087.92
201901090200,SGBD,274.14,1096.56
201901090215,SGBD,274.86,1099.44
201901090230,SGBD,275.76,1103.04
201901090245,SGBD,270.9,1083.6
201901090300,SGBD,275.22,1100.88
201901090315,SGBD,274.5,1098
201901090330,SGBD,274.5,1098
201901090345,SGBD,273.24,1092.96
201901090400,SGBD,275.22,1100.88
201901090415,SGBD,275.58,1102.32
201901090430,SGBD,274.5,1098
201901090445,SGBD,275.22,1100.88
201901090500,SGBD,275.04,1100.16
201901090515,SGBD,275.58,1102.32
201901090530,SGBD,278.28,1113.12
201901090545,SGBD,279,1116
201901090600,SGBD,283.14,1132.56
201901090615,SGBD,280.8,1123.2
201901090630,SGBD,284.04,1136.16
201901090645,SGBD,284.76,1139.04
201901090700,SGBD,283.5,1134
201901090715,SGBD,291.42,1165.68
201901090730,SGBD,291.6,1166.4
201901090745,SGBD,288.72,1154.88
201901090800,SGBD,286.92,1147.68
201901090815,SGBD,288.18,1152.72
201901090830,SGBD,289.26,1157.04
201901090845,SGBD,293.22,1172.88
201901090900,SGBD,295.92,1183.68
201901090915,SGBD,298.26,1193.04
201901090930,SGBD,304.02,1216.08
201901090945,SGBD,307.8,1231.2
201901091000,SGBD,315.54,1262.16
201901091015,SGBD,311.04,1244.16
201901091030,SGBD,315,1260
201901091045,SGBD,314.1,1256.4
201901091100,SGBD,315.72,1262.88
201901091115,SGBD,320.4,1281.6
201901091130,SGBD,326.34,1305.36
201901091145,SGBD,329.04,1316.16
201901091200,SGBD,321.48,1285.92
201901091215,SGBD,317.7,1270.8
201901091230,SGBD,322.2,1288.8
201901091245,SGBD,318.6,1274.4
201901091300,SGBD,319.32,1277.28
201901091315,SGBD,315.54,1262.16
201901091330,SGBD,317.7,1270.8
201901091345,SGBD,318.6,1274.4
201901091400,SGBD,316.08,1264.32
201901091415,SGBD,311.76,1247.04
201901091430,SGBD,307.44,1229.76
201901091445,SGBD,308.52,1234.08
201901091500,SGBD,311.22,1244.88
201901091515,SGBD,311.04,1244.16
201901091530,SGBD,309.6,1238.4
201901091545,SGBD,311.76,1247.04
201901091600,SGBD,311.4,1245.6
201901091615,SGBD,310.86,1243.44
201901091630,SGBD,306.36,1225.44
201901091645,SGBD,300.06,1200.24
201901091700,SGBD,303.12,1212.48
201901091715,SGBD,302.58,1210.32
201901091730,SGBD,304.74,1218.96
201901091745,SGBD,304.56,1218.24
201901091800,SGBD,302.22,1208.88
201901091815,SGBD,302.94,1211.76
201901091830,SGBD,300.06,1200.24
201901091845,SGBD,301.5,1206
201901091900,SGBD,298.26,1193.04
201901091915,SGBD,300.78,1203.12
201901091930,SGBD,298.26,1193.04
201901091945,SGBD,294.84,1179.36
201901092000,SGBD,296.82,1187.28
201901092015,SGBD,293.76,1175.04
201901092030,SGBD,290.52,1162.08
201901092045,SGBD,288.36,1153.44
201901092100,SGBD,288.18,1152.72
201901092115,SGBD,282.96,1131.84
201901092130,SGBD,279.18,1116.72
201901092145,SGBD,281.34,1125.36
201901092200,SGBD,280.8,1123.2
201901092215,SGBD,280.62,1122.48
201901092230,SGBD,279.36,1117.44
201901092245,SGBD,279.9,1119.6
201901092300,SGBD,279.18,1116.72
201901092315,SGBD,277.92,1111.68
201901092330,SGBD,278.1,1112.4
201901092345,SGBD,278.64,1114.56
201901100000,SGBD,279.18,1116.72
201901100015,SGBD,273.42,1093.68
201901100030,SGBD,276.3,1105.2
201901100045,SGBD,276.3,1105.2
201901100100,SGBD,273.42,1093.68
201901100115,SGBD,271.26,1085.04
201901100130,SGBD,270.72,1082.88
201901100145,SGBD,271.26,1085.04
201901100200,SGBD,266.04,1064.16
201901100215,SGBD,269.46,1077.84
201901100230,SGBD,269.28,1077.12
201901100245,SGBD,269.1,1076.4
201901100300,SGBD,268.02,1072.08
201901100315,SGBD,269.64,1078.56
201901100330,SGBD,269.1,1076.4
201901100345,SGBD,268.2,1072.8
201901100400,SGBD,270.36,1081.44
201901100415,SGBD,270,1080
201901100430,SGBD,267.48,1069.92
201901100445,SGBD,272.34,1089.36
201901100500,SGBD,273.06,1092.24
201901100515,SGBD,271.26,1085.04
201901100530,SGBD,277.2,1108.8
201901100545,SGBD,280.26,1121.04
201901100600,SGBD,277.38,1109.52
201901100615,SGBD,279.18,1116.72
201901100630,SGBD,280.98,1123.92
201901100645,SGBD,282.06,1128.24
201901100700,SGBD,280.8,1123.2
201901100715,SGBD,280.8,1123.2
201901100730,SGBD,281.88,1127.52
201901100745,SGBD,279.72,1118.88
201901100800,SGBD,277.2,1108.8
201901100815,SGBD,276.66,1106.64
201901100830,SGBD,277.2,1108.8
201901100845,SGBD,275.76,1103.04
201901100900,SGBD,280.26,1121.04
201901100915,SGBD,279.18,1116.72
201901100930,SGBD,281.16,1124.64
201901100945,SGBD,278.28,1113.12
201901101000,SGBD,280.44,1121.76
201901101015,SGBD,282.96,1131.84
201901101030,SGBD,282.6,1130.4
201901101045,SGBD,279.9,1119.6
201901101100,SGBD,285.3,1141.2
201901101115,SGBD,284.58,1138.32
201901101130,SGBD,284.58,1138.32
201901101145,SGBD,284.58,1138.32
201901101200,SGBD,287.1,1148.4
201901101215,SGBD,286.56,1146.24
201901101230,SGBD,285.12,1140.48
201901101245,SGBD,285.12,1140.48
201901101300,SGBD,282.6,1130.4
201901101315,SGBD,284.76,1139.04
201901101330,SGBD,285.84,1143.36
201901101345,SGBD,286.02,1144.08
201901101400,SGBD,285.84,1143.36
201901101415,SGBD,286.02,1144.08
201901101430,SGBD,288.72,1154.88
201901101445,SGBD,287.64,1150.56
201901101500,SGBD,287.28,1149.12
201901101515,SGBD,286.56,1146.24
201901101530,SGBD,286.38,1145.52
201901101545,SGBD,284.76,1139.04
201901101600,SGBD,283.5,1134
201901101615,SGBD,283.14,1132.56
201901101630,SGBD,280.98,1123.92
201901101645,SGBD,280.98,1123.92
201901101700,SGBD,283.14,1132.56
201901101715,SGBD,283.68,1134.72
201901101730,SGBD,288.72,1154.88
201901101745,SGBD,286.38,1145.52
201901101800,SGBD,287.46,1149.84
201901101815,SGBD,287.82,1151.28
201901101830,SGBD,289.62,1158.48
201901101845,SGBD,285.66,1142.64
201901101900,SGBD,288.18,1152.72
201901101915,SGBD,283.68,1134.72
201901101930,SGBD,285.66,1142.64
201901101945,SGBD,283.14,1132.56
201901102000,SGBD,282.6,1130.4
201901102015,SGBD,281.34,1125.36
201901102030,SGBD,279.9,1119.6
201901102045,SGBD,278.28,1113.12
201901102100,SGBD,280.62,1122.48
201901102115,SGBD,278.46,1113.84
201901102130,SGBD,277.74,1110.96
201901102145,SGBD,279.72,1118.88
201901102200,SGBD,280.62,1122.48
201901102215,SGBD,277.02,1108.08
201901102230,SGBD,276.66,1106.64
201901102245,SGBD,280.62,1122.48
201901102300,SGBD,285.48,1141.92
201901102315,SGBD,281.88,1127.52
201901102330,SGBD,281.88,1127.52
201901102345,SGBD,285.3,1141.2
201901110000,SGBD,285.66,1142.64
201901110015,SGBD,281.88,1127.52
201901110030,SGBD,282.96,1131.84
201901110045,SGBD,284.58,1138.32
201901110100,SGBD,279.9,1119.6
201901110115,SGBD,275.4,1101.6
201901110130,SGBD,274.86,1099.44
201901110145,SGBD,275.58,1102.32
201901110200,SGBD,277.56,1110.24
201901110215,SGBD,274.32,1097.28
201901110230,SGBD,274.5,1098
201901110245,SGBD,277.38,1109.52
201901110300,SGBD,274.86,1099.44
201901110315,SGBD,274.14,1096.56
201901110330,SGBD,275.76,1103.04
201901110345,SGBD,273.78,1095.12
201901110400,SGBD,274.32,1097.28
201901110415,SGBD,279,1116
201901110430,SGBD,277.2,1108.8
201901110445,SGBD,277.2,1108.8
201901110500,SGBD,279.18,1116.72
201901110515,SGBD,277.74,1110.96
201901110530,SGBD,287.82,1151.28
201901110545,SGBD,292.68,1170.72
201901110600,SGBD,301.14,1204.56
201901110615,SGBD,306.54,1226.16
201901110630,SGBD,311.94,1247.76
201901110645,SGBD,320.76,1283.04
201901110700,SGBD,335.88,1343.52
201901110715,SGBD,345.24,1380.96
201901110730,SGBD,357.48,1429.92
201901110745,SGBD,368.1,1472.4
201901110800,SGBD,388.8,1555.2
201901110815,SGBD,397.44,1589.76
201901110830,SGBD,400.86,1603.44
201901110845,SGBD,403.92,1615.68
201901110900,SGBD,412.38,1649.52
201901110915,SGBD,418.32,1673.28
201901110930,SGBD,423.54,1694.16
201901110945,SGBD,425.88,1703.52
